year,age_key,population,population_projection_method
1990,20-24,181577429.54224837,observed proxy from D_total Number/Rate
1990,25-29,154721219.79026243,observed proxy from D_total Number/Rate
1990,30-34,127172552.7770907,observed proxy from D_total Number/Rate
1990,35-39,123227470.30648826,observed proxy from D_total Number/Rate
1990,40-44,91596410.8935344,observed proxy from D_total Number/Rate
1990,45-49,72073112.5923182,observed proxy from D_total Number/Rate
1990,50-54,65989164.164932854,observed proxy from D_total Number/Rate
1990,55-59,58523705.72479774,observed proxy from D_total Number/Rate
1990,60-64,47536319.41914552,observed proxy from D_total Number/Rate
1990,65-69,36174146.71154906,observed proxy from D_total Number/Rate
1990,70-74,24622731.93544395,observed proxy from D_total Number/Rate
1990,75-79,14925643.074271297,observed proxy from D_total Number/Rate
1990,80-84,7513700.088436775,observed proxy from D_total Number/Rate
1990,85-89,2870700.992421674,observed proxy from D_total Number/Rate
1990,90-94,656941.1799597089,observed proxy from D_total Number/Rate
1990,95+,149774.60246070885,observed proxy from D_total Number/Rate
1991,20-24,181553984.6457497,observed proxy from D_total Number/Rate
1991,25-29,164687255.15464908,observed proxy from D_total Number/Rate
1991,30-34,126388729.52611297,observed proxy from D_total Number/Rate
1991,35-39,127955565.0848802,observed proxy from D_total Number/Rate
1991,40-44,96925181.00702438,observed proxy from D_total Number/Rate
1991,45-49,74422242.06973991,observed proxy from D_total Number/Rate
1991,50-54,66153094.109176554,observed proxy from D_total Number/Rate
1991,55-59,59920844.95427458,observed proxy from D_total Number/Rate
1991,60-64,48856337.5062427,observed proxy from D_total Number/Rate
1991,65-69,37209381.03201875,observed proxy from D_total Number/Rate
1991,70-74,25399682.6848027,observed proxy from D_total Number/Rate
1991,75-79,15440612.280577604,observed proxy from D_total Number/Rate
1991,80-84,7755728.489998303,observed proxy from D_total Number/Rate
1991,85-89,3025013.8957409277,observed proxy from D_total Number/Rate
1991,90-94,732720.0987484582,observed proxy from D_total Number/Rate
1991,95+,161391.03648222217,observed proxy from D_total Number/Rate
1992,20-24,180338403.68856648,observed proxy from D_total Number/Rate
1992,25-29,172442602.32372075,observed proxy from D_total Number/Rate
1992,30-34,129156422.75069712,observed proxy from D_total Number/Rate
1992,35-39,130471693.77684812,observed proxy from D_total Number/Rate
1992,40-44,102157393.63793261,observed proxy from D_total Number/Rate
1992,45-49,77346547.27822764,observed proxy from D_total Number/Rate
1992,50-54,66430092.590409,observed proxy from D_total Number/Rate
1992,55-59,61008243.10257524,observed proxy from D_total Number/Rate
1992,60-64,50129391.12571522,observed proxy from D_total Number/Rate
1992,65-69,38220189.61342296,observed proxy from D_total Number/Rate
1992,70-74,26239028.33121622,observed proxy from D_total Number/Rate
1992,75-79,15958660.755619042,observed proxy from D_total Number/Rate
1992,80-84,8039065.484666614,observed proxy from D_total Number/Rate
1992,85-89,3168014.8396562627,observed proxy from D_total Number/Rate
1992,90-94,811189.3938549407,observed proxy from D_total Number/Rate
1992,95+,176279.0622346263,observed proxy from D_total Number/Rate
1993,20-24,178397002.63130236,observed proxy from D_total Number/Rate
1993,25-29,176940555.77170753,observed proxy from D_total Number/Rate
1993,30-34,136326806.48432723,observed proxy from D_total Number/Rate
1993,35-39,129750376.939637,observed proxy from D_total Number/Rate
1993,40-44,108974143.85549532,observed proxy from D_total Number/Rate
1993,45-49,79806630.97769772,observed proxy from D_total Number/Rate
1993,50-54,67077429.226726845,observed proxy from D_total Number/Rate
1993,55-59,61637266.48750179,observed proxy from D_total Number/Rate
1993,60-64,51296478.673067234,observed proxy from D_total Number/Rate
1993,65-69,39351913.274336316,observed proxy from D_total Number/Rate
1993,70-74,27133501.873880822,observed proxy from D_total Number/Rate
1993,75-79,16489127.606682694,observed proxy from D_total Number/Rate
1993,80-84,8301176.95755705,observed proxy from D_total Number/Rate
1993,85-89,3296585.9252059218,observed proxy from D_total Number/Rate
1993,90-94,877445.3771186701,observed proxy from D_total Number/Rate
1993,95+,191343.98938125823,observed proxy from D_total Number/Rate
1994,20-24,175496318.57263488,observed proxy from D_total Number/Rate
1994,25-29,178982269.36306933,observed proxy from D_total Number/Rate
1994,30-34,145920862.82052675,observed proxy from D_total Number/Rate
1994,35-39,126995212.78282717,observed proxy from D_total Number/Rate
1994,40-44,113398802.92038888,observed proxy from D_total Number/Rate
1994,45-49,85738039.96704505,observed proxy from D_total Number/Rate
1994,50-54,67857695.80888672,observed proxy from D_total Number/Rate
1994,55-59,61756179.022122994,observed proxy from D_total Number/Rate
1994,60-64,52584779.835299395,observed proxy from D_total Number/Rate
1994,65-69,40532137.24710341,observed proxy from D_total Number/Rate
1994,70-74,28181529.285315525,observed proxy from D_total Number/Rate
1994,75-79,16923830.42974981,observed proxy from D_total Number/Rate
1994,80-84,8623690.746583933,observed proxy from D_total Number/Rate
1994,85-89,3393924.3293812852,observed proxy from D_total Number/Rate
1994,90-94,948745.168619234,observed proxy from D_total Number/Rate
1994,95+,205722.1872951428,observed proxy from D_total Number/Rate
1995,20-24,171511905.0592604,observed proxy from D_total Number/Rate
1995,25-29,179291344.3343419,observed proxy from D_total Number/Rate
1995,30-34,155966264.14045453,observed proxy from D_total Number/Rate
1995,35-39,124166935.21977486,observed proxy from D_total Number/Rate
1995,40-44,120202968.86829092,observed proxy from D_total Number/Rate
1995,45-49,89321602.36856855,observed proxy from D_total Number/Rate
1995,50-54,68868199.13835609,observed proxy from D_total Number/Rate
1995,55-59,61947070.18757107,observed proxy from D_total Number/Rate
1995,60-64,53634093.96047287,observed proxy from D_total Number/Rate
1995,65-69,41760736.36245099,observed proxy from D_total Number/Rate
1995,70-74,29182715.634744752,observed proxy from D_total Number/Rate
1995,75-79,17490989.478274245,observed proxy from D_total Number/Rate
1995,80-84,8956343.624549842,observed proxy from D_total Number/Rate
1995,85-89,3487178.572004792,observed proxy from D_total Number/Rate
1995,90-94,1020685.2432505863,observed proxy from D_total Number/Rate
1995,95+,223268.3183337321,observed proxy from D_total Number/Rate
1996,20-24,166612370.96437138,observed proxy from D_total Number/Rate
1996,25-29,178430904.3973003,observed proxy from D_total Number/Rate
1996,30-34,164812671.51515922,observed proxy from D_total Number/Rate
1996,35-39,123473537.48438284,observed proxy from D_total Number/Rate
1996,40-44,124031154.79772654,observed proxy from D_total Number/Rate
1996,45-49,94152187.36324377,observed proxy from D_total Number/Rate
1996,50-54,71042724.91989094,observed proxy from D_total Number/Rate
1996,55-59,61924306.53408732,observed proxy from D_total Number/Rate
1996,60-64,54867858.64456953,observed proxy from D_total Number/Rate
1996,65-69,42850333.84434636,observed proxy from D_total Number/Rate
1996,70-74,30112874.845616806,observed proxy from D_total Number/Rate
1996,75-79,18147663.306231823,observed proxy from D_total Number/Rate
1996,80-84,9326522.60560621,observed proxy from D_total Number/Rate
1996,85-89,3625382.824164322,observed proxy from D_total Number/Rate
1996,90-94,1083134.2254120007,observed proxy from D_total Number/Rate
1996,95+,249610.71823253285,observed proxy from D_total Number/Rate
1997,20-24,161248247.38064337,observed proxy from D_total Number/Rate
1997,25-29,177014954.36380172,observed proxy from D_total Number/Rate
1997,30-34,171411472.3068245,observed proxy from D_total Number/Rate
1997,35-39,126422072.89869775,observed proxy from D_total Number/Rate
1997,40-44,125890303.23777644,observed proxy from D_total Number/Rate
1997,45-49,98883305.89329435,observed proxy from D_total Number/Rate
1997,50-54,73865930.09455615,observed proxy from D_total Number/Rate
1997,55-59,62047620.24761238,observed proxy from D_total Number/Rate
1997,60-64,55897944.818602085,observed proxy from D_total Number/Rate
1997,65-69,43911139.51273365,observed proxy from D_total Number/Rate
1997,70-74,31066754.690773368,observed proxy from D_total Number/Rate
1997,75-79,18845227.454284873,observed proxy from D_total Number/Rate
1997,80-84,9697867.011945477,observed proxy from D_total Number/Rate
1997,85-89,3784066.4735531057,observed proxy from D_total Number/Rate
1997,90-94,1140716.1215601792,observed proxy from D_total Number/Rate
1997,95+,275437.3767341567,observed proxy from D_total Number/Rate
1998,20-24,156275590.62492326,observed proxy from D_total Number/Rate
1998,25-29,175304869.89520925,observed proxy from D_total Number/Rate
1998,30-34,174905369.0692143,observed proxy from D_total Number/Rate
1998,35-39,133740509.96030866,observed proxy from D_total Number/Rate
1998,40-44,124845713.32391375,observed proxy from D_total Number/Rate
1998,45-49,105184121.03216426,observed proxy from D_total Number/Rate
1998,50-54,76303799.50750592,observed proxy from D_total Number/Rate
1998,55-59,62570515.49207501,observed proxy from D_total Number/Rate
1998,60-64,56563484.511560015,observed proxy from D_total Number/Rate
1998,65-69,44901392.478030644,observed proxy from D_total Number/Rate
1998,70-74,32143764.798735775,observed proxy from D_total Number/Rate
1998,75-79,19598490.5204134,observed proxy from D_total Number/Rate
1998,80-84,10081391.740612075,observed proxy from D_total Number/Rate
1998,85-89,3939789.175376855,observed proxy from D_total Number/Rate
1998,90-94,1192166.788839732,observed proxy from D_total Number/Rate
1998,95+,299101.1505638121,observed proxy from D_total Number/Rate
1999,20-24,152570222.79396954,observed proxy from D_total Number/Rate
1999,25-29,172880573.19327232,observed proxy from D_total Number/Rate
1999,30-34,176248226.87223068,observed proxy from D_total Number/Rate
1999,35-39,143425671.0588424,observed proxy from D_total Number/Rate
1999,40-44,122068705.92634223,observed proxy from D_total Number/Rate
1999,45-49,109223800.37473726,observed proxy from D_total Number/Rate
1999,50-54,82152799.72515942,observed proxy from D_total Number/Rate
1999,55-59,63285478.15791188,observed proxy from D_total Number/Rate
1999,60-64,56804449.935323834,observed proxy from D_total Number/Rate
1999,65-69,46035086.22132853,observed proxy from D_total Number/Rate
1999,70-74,33268358.915289726,observed proxy from D_total Number/Rate
1999,75-79,20470197.760475468,observed proxy from D_total Number/Rate
1999,80-84,10396427.678321589,observed proxy from D_total Number/Rate
1999,85-89,4116693.122787624,observed proxy from D_total Number/Rate
1999,90-94,1231739.996665499,observed proxy from D_total Number/Rate
1999,95+,324606.56109465234,observed proxy from D_total Number/Rate
2000,20-24,150370882.85816902,observed proxy from D_total Number/Rate
2000,25-29,169455761.1732153,observed proxy from D_total Number/Rate
2000,30-34,176296259.69072613,observed proxy from D_total Number/Rate
2000,35-39,153517473.4395605,observed proxy from D_total Number/Rate
2000,40-44,119436101.74780859,observed proxy from D_total Number/Rate
2000,45-49,115696995.88578491,observed proxy from D_total Number/Rate
2000,50-54,85749602.76925346,observed proxy from D_total Number/Rate
2000,55-59,64298402.20672308,observed proxy from D_total Number/Rate
2000,60-64,57138816.29388807,observed proxy from D_total Number/Rate
2000,65-69,47007592.670730464,observed proxy from D_total Number/Rate
2000,70-74,34431885.877212316,observed proxy from D_total Number/Rate
2000,75-79,21309433.694440067,observed proxy from D_total Number/Rate
2000,80-84,10798430.517292943,observed proxy from D_total Number/Rate
2000,85-89,4303469.893323965,observed proxy from D_total Number/Rate
2000,90-94,1271066.0705880527,observed proxy from D_total Number/Rate
2000,95+,349917.9505000035,observed proxy from D_total Number/Rate
2001,20-24,149330239.49844545,observed proxy from D_total Number/Rate
2001,25-29,165071541.55385286,observed proxy from D_total Number/Rate
2001,30-34,175722558.7679246,observed proxy from D_total Number/Rate
2001,35-39,162378213.74656257,observed proxy from D_total Number/Rate
2001,40-44,119066858.83982526,observed proxy from D_total Number/Rate
2001,45-49,119463918.40372713,observed proxy from D_total Number/Rate
2001,50-54,90591628.49690962,observed proxy from D_total Number/Rate
2001,55-59,66515318.32413286,observed proxy from D_total Number/Rate
2001,60-64,57294497.06644438,observed proxy from D_total Number/Rate
2001,65-69,48207996.14333027,observed proxy from D_total Number/Rate
2001,70-74,35466831.50153949,observed proxy from D_total Number/Rate
2001,75-79,22114825.50611892,observed proxy from D_total Number/Rate
2001,80-84,11264214.88373005,observed proxy from D_total Number/Rate
2001,85-89,4510069.224314752,observed proxy from D_total Number/Rate
2001,90-94,1327436.1759075392,observed proxy from D_total Number/Rate
2001,95+,373554.71611903614,observed proxy from D_total Number/Rate
2002,20-24,149275579.31117225,observed proxy from D_total Number/Rate
2002,25-29,160144368.29515284,observed proxy from D_total Number/Rate
2002,30-34,174911341.12760696,observed proxy from D_total Number/Rate
2002,35-39,169069108.18616614,observed proxy from D_total Number/Rate
2002,40-44,122316523.72492456,observed proxy from D_total Number/Rate
2002,45-49,121488176.32691994,observed proxy from D_total Number/Rate
2002,50-54,95372859.0614658,observed proxy from D_total Number/Rate
2002,55-59,69416963.21471721,observed proxy from D_total Number/Rate
2002,60-64,57613419.37109153,observed proxy from D_total Number/Rate
2002,65-69,49281358.23791144,observed proxy from D_total Number/Rate
2002,70-74,36493659.61601712,observed proxy from D_total Number/Rate
2002,75-79,22969283.246889528,observed proxy from D_total Number/Rate
2002,80-84,11786210.455687169,observed proxy from D_total Number/Rate
2002,85-89,4733407.562938211,observed proxy from D_total Number/Rate
2002,90-94,1397157.8220357527,observed proxy from D_total Number/Rate
2002,95+,397714.6838984284,observed proxy from D_total Number/Rate
2003,20-24,150567162.29134285,observed proxy from D_total Number/Rate
2003,25-29,155529192.73962975,observed proxy from D_total Number/Rate
2003,30-34,173922727.99791417,observed proxy from D_total Number/Rate
2003,35-39,172795628.18212038,observed proxy from D_total Number/Rate
2003,40-44,129842414.92463176,observed proxy from D_total Number/Rate
2003,45-49,120800242.1132081,observed proxy from D_total Number/Rate
2003,50-54,101712388.73200952,observed proxy from D_total Number/Rate
2003,55-59,71984304.88278222,observed proxy from D_total Number/Rate
2003,60-64,58339948.25240542,observed proxy from D_total Number/Rate
2003,65-69,50064780.142163485,observed proxy from D_total Number/Rate
2003,70-74,37496811.780934,observed proxy from D_total Number/Rate
2003,75-79,23957257.66081465,observed proxy from D_total Number/Rate
2003,80-84,12360389.12360602,observed proxy from D_total Number/Rate
2003,85-89,4973015.95056175,observed proxy from D_total Number/Rate
2003,90-94,1465432.8142703092,observed proxy from D_total Number/Rate
2003,95+,420135.86573794147,observed proxy from D_total Number/Rate
2004,20-24,153609993.99643093,observed proxy from D_total Number/Rate
2004,25-29,152122662.93366376,observed proxy from D_total Number/Rate
2004,30-34,172200650.18294576,observed proxy from D_total Number/Rate
2004,35-39,174483844.97610208,observed proxy from D_total Number/Rate
2004,40-44,139687397.50417238,observed proxy from D_total Number/Rate
2004,45-49,118446421.88567635,observed proxy from D_total Number/Rate
2004,50-54,105924431.34562568,observed proxy from D_total Number/Rate
2004,55-59,77826072.61280677,observed proxy from D_total Number/Rate
2004,60-64,59273773.47345337,observed proxy from D_total Number/Rate
2004,65-69,50492500.03715989,observed proxy from D_total Number/Rate
2004,70-74,38660117.37334005,observed proxy from D_total Number/Rate
2004,75-79,24976519.699324943,observed proxy from D_total Number/Rate
2004,80-84,13018846.693918882,observed proxy from D_total Number/Rate
2004,85-89,5194300.601558537,observed proxy from D_total Number/Rate
2004,90-94,1548710.7209538906,observed proxy from D_total Number/Rate
2004,95+,436130.2135110793,observed proxy from D_total Number/Rate
2005,20-24,158537853.37054345,observed proxy from D_total Number/Rate
2005,25-29,150179395.6162571,observed proxy from D_total Number/Rate
2005,30-34,169379536.56828812,observed proxy from D_total Number/Rate
2005,35-39,174933708.71515325,observed proxy from D_total Number/Rate
2005,40-44,149933764.83345175,observed proxy from D_total Number/Rate
2005,45-49,116197291.74690323,observed proxy from D_total Number/Rate
2005,50-54,112503510.1458597,observed proxy from D_total Number/Rate
2005,55-59,81501192.0557472,observed proxy from D_total Number/Rate
2005,60-64,60510093.09006692,observed proxy from D_total Number/Rate
2005,65-69,51031510.97610704,observed proxy from D_total Number/Rate
2005,70-74,39720569.42287474,observed proxy from D_total Number/Rate
2005,75-79,26130152.990859114,observed proxy from D_total Number/Rate
2005,80-84,13721968.4901916,observed proxy from D_total Number/Rate
2005,85-89,5491128.163368286,observed proxy from D_total Number/Rate
2005,90-94,1649039.7663170984,observed proxy from D_total Number/Rate
2005,95+,460468.35880910454,observed proxy from D_total Number/Rate
2006,20-24,165277733.2300336,observed proxy from D_total Number/Rate
2006,25-29,149320886.52874333,observed proxy from D_total Number/Rate
2006,30-34,165470308.0278914,observed proxy from D_total Number/Rate
2006,35-39,174719086.82550406,observed proxy from D_total Number/Rate
2006,40-44,158964925.70112547,observed proxy from D_total Number/Rate
2006,45-49,116105124.49532002,observed proxy from D_total Number/Rate
2006,50-54,116442082.5490681,observed proxy from D_total Number/Rate
2006,55-59,86382572.61554198,observed proxy from D_total Number/Rate
2006,60-64,62892500.30798189,observed proxy from D_total Number/Rate
2006,65-69,51450814.437238924,observed proxy from D_total Number/Rate
2006,70-74,40975802.80107877,observed proxy from D_total Number/Rate
2006,75-79,27157431.74527435,observed proxy from D_total Number/Rate
2006,80-84,14436800.042568868,observed proxy from D_total Number/Rate
2006,85-89,5840583.192127699,observed proxy from D_total Number/Rate
2006,90-94,1751489.4587609577,observed proxy from D_total Number/Rate
2006,95+,493750.0858794942,observed proxy from D_total Number/Rate
2007,20-24,172772388.4760525,observed proxy from D_total Number/Rate
2007,25-29,149377514.6587292,observed proxy from D_total Number/Rate
2007,30-34,160883698.59303248,observed proxy from D_total Number/Rate
2007,35-39,174195748.71303833,observed proxy from D_total Number/Rate
2007,40-44,165841127.95301226,observed proxy from D_total Number/Rate
2007,45-49,119543628.93527727,observed proxy from D_total Number/Rate
2007,50-54,118628472.88396041,observed proxy from D_total Number/Rate
2007,55-59,91183440.78424062,observed proxy from D_total Number/Rate
2007,60-64,65919170.365270786,observed proxy from D_total Number/Rate
2007,65-69,52024006.215009816,observed proxy from D_total Number/Rate
2007,70-74,42107938.83422288,observed proxy from D_total Number/Rate
2007,75-79,28186955.693107132,observed proxy from D_total Number/Rate
2007,80-84,15195585.94200145,observed proxy from D_total Number/Rate
2007,85-89,6229848.878370427,observed proxy from D_total Number/Rate
2007,90-94,1878947.1330486774,observed proxy from D_total Number/Rate
2007,95+,527781.4283083174,observed proxy from D_total Number/Rate
2008,20-24,179646327.76592624,observed proxy from D_total Number/Rate
2008,25-29,150710592.8383563,observed proxy from D_total Number/Rate
2008,30-34,156492579.64417678,observed proxy from D_total Number/Rate
2008,35-39,173391462.05445504,observed proxy from D_total Number/Rate
2008,40-44,169759229.386087,observed proxy from D_total Number/Rate
2008,45-49,127196509.01940955,observed proxy from D_total Number/Rate
2008,50-54,118100763.53056759,observed proxy from D_total Number/Rate
2008,55-59,97475976.38952489,observed proxy from D_total Number/Rate
2008,60-64,68586372.19726762,observed proxy from D_total Number/Rate
2008,65-69,52949687.84425979,observed proxy from D_total Number/Rate
2008,70-74,42948040.26474508,observed proxy from D_total Number/Rate
2008,75-79,29190846.40130594,observed proxy from D_total Number/Rate
2008,80-84,16030446.33485012,observed proxy from D_total Number/Rate
2008,85-89,6645908.134580456,observed proxy from D_total Number/Rate
2008,90-94,2012131.018645976,observed proxy from D_total Number/Rate
2008,95+,558783.3166767571,observed proxy from D_total Number/Rate
2009,20-24,184932914.64560822,observed proxy from D_total Number/Rate
2009,25-29,154055131.00144356,observed proxy from D_total Number/Rate
2009,30-34,153417829.79560527,observed proxy from D_total Number/Rate
2009,35-39,171881138.0391477,observed proxy from D_total Number/Rate
2009,40-44,171694813.40978315,observed proxy from D_total Number/Rate
2009,45-49,137196173.5037604,observed proxy from D_total Number/Rate
2009,50-54,115922083.14487863,observed proxy from D_total Number/Rate
2009,55-59,101721969.04331191,observed proxy from D_total Number/Rate
2009,60-64,74387780.20444748,observed proxy from D_total Number/Rate
2009,65-69,54059520.632852174,observed proxy from D_total Number/Rate
2009,70-74,43470564.20736171,observed proxy from D_total Number/Rate
2009,75-79,30307277.71945829,observed proxy from D_total Number/Rate
2009,80-84,16887964.94038449,observed proxy from D_total Number/Rate
2009,85-89,7103283.366591619,observed proxy from D_total Number/Rate
2009,90-94,2132053.98563163,observed proxy from D_total Number/Rate
2009,95+,593362.1361544414,observed proxy from D_total Number/Rate
2010,20-24,187259825.41879857,observed proxy from D_total Number/Rate
2010,25-29,159282145.19518262,observed proxy from D_total Number/Rate
2010,30-34,151718431.13990697,observed proxy from D_total Number/Rate
2010,35-39,169162311.23272896,observed proxy from D_total Number/Rate
2010,40-44,172348187.00003257,observed proxy from D_total Number/Rate
2010,45-49,147574891.8399092,observed proxy from D_total Number/Rate
2010,50-54,113824110.74956723,observed proxy from D_total Number/Rate
2010,55-59,108231256.53627034,observed proxy from D_total Number/Rate
2010,60-64,78061712.0446522,observed proxy from D_total Number/Rate
2010,65-69,55432057.66087708,observed proxy from D_total Number/Rate
2010,70-74,44096929.029065624,observed proxy from D_total Number/Rate
2010,75-79,31342226.016996,observed proxy from D_total Number/Rate
2010,80-84,17816409.870564993,observed proxy from D_total Number/Rate
2010,85-89,7598372.856491821,observed proxy from D_total Number/Rate
2010,90-94,2301842.7059488827,observed proxy from D_total Number/Rate
2010,95+,637186.6068086774,observed proxy from D_total Number/Rate
2011,20-24,185118926.509538,observed proxy from D_total Number/Rate
2011,25-29,165743901.11660925,observed proxy from D_total Number/Rate
2011,30-34,150634473.01427817,observed proxy from D_total Number/Rate
2011,35-39,165004008.6262179,observed proxy from D_total Number/Rate
2011,40-44,172128381.98209637,observed proxy from D_total Number/Rate
2011,45-49,156593268.22547135,observed proxy from D_total Number/Rate
2011,50-54,113786360.00345106,observed proxy from D_total Number/Rate
2011,55-59,112121898.55274945,observed proxy from D_total Number/Rate
2011,60-64,82858277.53245835,observed proxy from D_total Number/Rate
2011,65-69,57819438.89291448,observed proxy from D_total Number/Rate
2011,70-74,44635480.47025604,observed proxy from D_total Number/Rate
2011,75-79,32523480.359878056,observed proxy from D_total Number/Rate
2011,80-84,18681156.500567142,observed proxy from D_total Number/Rate
2011,85-89,8106190.654313165,observed proxy from D_total Number/Rate
2011,90-94,2488380.567429835,observed proxy from D_total Number/Rate
2011,95+,684070.9369331296,observed proxy from D_total Number/Rate
2012,20-24,180120091.37957835,observed proxy from D_total Number/Rate
2012,25-29,172826096.0452717,observed proxy from D_total Number/Rate
2012,30-34,150395460.35971394,observed proxy from D_total Number/Rate
2012,35-39,160087896.2927633,observed proxy from D_total Number/Rate
2012,40-44,171534645.8450831,observed proxy from D_total Number/Rate
2012,45-49,163393618.5563019,observed proxy from D_total Number/Rate
2012,50-54,117222834.38608797,observed proxy from D_total Number/Rate
2012,55-59,114272840.30124661,observed proxy from D_total Number/Rate
2012,60-64,87551097.89410336,observed proxy from D_total Number/Rate
2012,65-69,60777739.97453934,observed proxy from D_total Number/Rate
2012,70-74,45325836.14650943,observed proxy from D_total Number/Rate
2012,75-79,33622560.863181695,observed proxy from D_total Number/Rate
2012,80-84,19572375.54426096,observed proxy from D_total Number/Rate
2012,85-89,8653257.972339557,observed proxy from D_total Number/Rate
2012,90-94,2698565.8047237936,observed proxy from D_total Number/Rate
2012,95+,730583.794473146,observed proxy from D_total Number/Rate
2013,20-24,173498132.82157242,observed proxy from D_total Number/Rate
2013,25-29,179326162.79454353,observed proxy from D_total Number/Rate
2013,30-34,151570915.9698236,observed proxy from D_total Number/Rate
2013,35-39,155450187.72412798,observed proxy from D_total Number/Rate
2013,40-44,170682118.11406246,observed proxy from D_total Number/Rate
2013,45-49,167238460.28117445,observed proxy from D_total Number/Rate
2013,50-54,124825724.40009882,observed proxy from D_total Number/Rate
2013,55-59,113779498.73205027,observed proxy from D_total Number/Rate
2013,60-64,93664109.06037904,observed proxy from D_total Number/Rate
2013,65-69,63362466.85932239,observed proxy from D_total Number/Rate
2013,70-74,46342695.86458188,observed proxy from D_total Number/Rate
2013,75-79,34537137.35810531,observed proxy from D_total Number/Rate
2013,80-84,20489468.72064454,observed proxy from D_total Number/Rate
2013,85-89,9266964.972355878,observed proxy from D_total Number/Rate
2013,90-94,2912348.9244868476,observed proxy from D_total Number/Rate
2013,95+,787589.6990839338,observed proxy from D_total Number/Rate
2014,20-24,165870546.71326783,observed proxy from D_total Number/Rate
2014,25-29,183631591.90010655,observed proxy from D_total Number/Rate
2014,30-34,154455096.08241594,observed proxy from D_total Number/Rate
2014,35-39,151915392.11827406,observed proxy from D_total Number/Rate
2014,40-44,168960487.85299277,observed proxy from D_total Number/Rate
2014,45-49,168999474.6900335,observed proxy from D_total Number/Rate
2014,50-54,134658007.52289206,observed proxy from D_total Number/Rate
2014,55-59,111655821.06550844,observed proxy from D_total Number/Rate
2014,60-64,97797473.36008273,observed proxy from D_total Number/Rate
2014,65-69,68884168.4248472,observed proxy from D_total Number/Rate
2014,70-74,47506053.54220697,observed proxy from D_total Number/Rate
2014,75-79,35193648.065877736,observed proxy from D_total Number/Rate
2014,80-84,21536090.728838637,observed proxy from D_total Number/Rate
2014,85-89,9906886.904976431,observed proxy from D_total Number/Rate
2014,90-94,3161194.6377011556,observed proxy from D_total Number/Rate
2014,95+,847108.5399161371,observed proxy from D_total Number/Rate
2015,20-24,158379583.4237926,observed proxy from D_total Number/Rate
2015,25-29,184778587.53873047,observed proxy from D_total Number/Rate
2015,30-34,159184553.56343776,observed proxy from D_total Number/Rate
2015,35-39,149736763.93874487,observed proxy from D_total Number/Rate
2015,40-44,166011106.59272417,observed proxy from D_total Number/Rate
2015,45-49,169479365.91679007,observed proxy from D_total Number/Rate
2015,50-54,144804216.6933844,observed proxy from D_total Number/Rate
2015,55-59,109618936.59191787,observed proxy from D_total Number/Rate
2015,60-64,104034817.94511992,observed proxy from D_total Number/Rate
2015,65-69,72349041.59496953,observed proxy from D_total Number/Rate
2015,70-74,48869423.34102382,observed proxy from D_total Number/Rate
2015,75-79,35936828.33907143,observed proxy from D_total Number/Rate
2015,80-84,22501929.903667547,observed proxy from D_total Number/Rate
2015,85-89,10571425.678731795,observed proxy from D_total Number/Rate
2015,90-94,3404324.9484246154,observed proxy from D_total Number/Rate
2015,95+,915396.9108484904,observed proxy from D_total Number/Rate
2016,20-24,152252504.9927408,observed proxy from D_total Number/Rate
2016,25-29,182081377.37684757,observed proxy from D_total Number/Rate
2016,30-34,165658547.06620073,observed proxy from D_total Number/Rate
2016,35-39,148539271.95392963,observed proxy from D_total Number/Rate
2016,40-44,161868343.34371495,observed proxy from D_total Number/Rate
2016,45-49,169266193.6751729,observed proxy from D_total Number/Rate
2016,50-54,153634347.58384603,observed proxy from D_total Number/Rate
2016,55-59,109659165.81078814,observed proxy from D_total Number/Rate
2016,60-64,107716326.40185963,observed proxy from D_total Number/Rate
2016,65-69,76902140.73923571,observed proxy from D_total Number/Rate
2016,70-74,51119274.99011552,observed proxy from D_total Number/Rate
2016,75-79,36578287.30855793,observed proxy from D_total Number/Rate
2016,80-84,23494288.998175196,observed proxy from D_total Number/Rate
2016,85-89,11154407.135402001,observed proxy from D_total Number/Rate
2016,90-94,3652431.884172292,observed proxy from D_total Number/Rate
2016,95+,992709.8874563558,observed proxy from D_total Number/Rate
2017,20-24,147271706.67434847,observed proxy from D_total Number/Rate
2017,25-29,176605163.42275226,observed proxy from D_total Number/Rate
2017,30-34,172738086.55490345,observed proxy from D_total Number/Rate
2017,35-39,148227427.84574947,observed proxy from D_total Number/Rate
2017,40-44,157001399.6022071,observed proxy from D_total Number/Rate
2017,45-49,168719145.2993915,observed proxy from D_total Number/Rate
2017,50-54,160251653.71961397,observed proxy from D_total Number/Rate
2017,55-59,113089459.70848458,observed proxy from D_total Number/Rate
2017,60-64,109676953.69590516,observed proxy from D_total Number/Rate
2017,65-69,81354598.06496075,observed proxy from D_total Number/Rate
2017,70-74,53850495.93835062,observed proxy from D_total Number/Rate
2017,75-79,37303759.51625868,observed proxy from D_total Number/Rate
2017,80-84,24355720.977404933,observed proxy from D_total Number/Rate
2017,85-89,11707881.787175074,observed proxy from D_total Number/Rate
2017,90-94,3905662.7355468054,observed proxy from D_total Number/Rate
2017,95+,1075691.9184010206,observed proxy from D_total Number/Rate
2018,20-24,143038351.67365393,observed proxy from D_total Number/Rate
2018,25-29,169399178.4013504,observed proxy from D_total Number/Rate
2018,30-34,178989071.4613034,observed proxy from D_total Number/Rate
